"","formula","predictors","n_predictors","model_type","loocv_score","AIC","delta_loocv","delta_AIC"
"20","pNat ~ temp + size","temp,size",2,"additive",0.0947969831883086,369.753169447015,0.00954901086153415,19.2616130561549
"49","pNat ~ size * crop","size,crop",2,"full_interactions",0.0948217116355516,369.0470030247,0.00957373930877713,18.55544663384
"60","pNat ~ temp + barrier + size","temp,barrier,size",3,"additive",0.0949331718645201,371.0143433898,0.00968519953774569,20.5227869989407
"17","pNat ~ temp * barrier","temp,barrier",2,"full_interactions",0.0950233498287861,371.789751781814,0.00977537750201163,21.2981953909539
"149","pNat ~ temp * length * size * prosper","temp,length,size,prosper",4,"full_interactions",0.0950892614771223,377.685460529057,0.00984128915034785,27.1939041381972
"62","pNat ~ temp + barrier + prosper","temp,barrier,prosper",3,"additive",0.0951693638728189,372.04953140388,0.00992139154604442,21.5579750130203
"22","pNat ~ temp + prosper","temp,prosper",2,"additive",0.0952176565056129,371.156065655334,0.00996968417883846,20.664509264474
"66","pNat ~ temp + barrier + pisc","temp,barrier,pisc",3,"additive",0.095239309432845,371.802585265338,0.0099913371060705,21.3110288744788
"26","pNat ~ temp + pisc","temp,pisc",2,"additive",0.0953397711897186,371.262518502807,0.0100917988629442,20.7709621119474
"76","pNat ~ temp + size + prosper","temp,size,prosper",3,"additive",0.0953621586594399,371.879387441281,0.0101141863326654,21.3878310504211
"103","pNat ~ barrier * prosper * crop","barrier,prosper,crop",3,"full_interactions",0.0953919825639391,373.926829455943,0.0101440102371647,23.4352730650837
"21","pNat ~ temp * size","temp,size",2,"full_interactions",0.0954072282498564,371.69632447531,0.0101592559230819,21.2047680844503
"80","pNat ~ temp + size + pisc","temp,size,pisc",3,"additive",0.095473214394818,371.631996454071,0.0102252420680436,21.1404400632111
"136","pNat ~ temp + barrier + size + prosper","temp,barrier,size,prosper",4,"additive",0.0955096028968961,373.217166235164,0.0102616305701217,22.7256098443042
"27","pNat ~ temp * pisc","temp,pisc",2,"full_interactions",0.0955130396206544,373.780108687437,0.0102650672938799,23.2885522965771
"61","pNat ~ temp * barrier * size","temp,barrier,size",3,"full_interactions",0.0955689883828935,375.639827878045,0.010321016056119,25.1482714871852
"140","pNat ~ temp + barrier + size + pisc","temp,barrier,size,pisc",4,"additive",0.0955938794555379,372.757288046668,0.0103459071287634,22.2657316558082
"135","pNat ~ temp * barrier * length * pisc","temp,barrier,length,pisc",4,"full_interactions",0.0956507873790085,381.248150360365,0.010402815052234,30.7565939695056
"187","pNat ~ barrier * prosper * crop * pisc","barrier,prosper,crop,pisc",4,"full_interactions",0.0958041971378851,382.706198776355,0.0105562248111106,32.2146423854955
"144","pNat ~ temp + barrier + prosper + pisc","temp,barrier,prosper,pisc",4,"additive",0.0958578442981374,373.936851527195,0.0106098719713629,23.4452951363354
"145","pNat ~ temp * barrier * prosper * pisc","temp,barrier,prosper,pisc",4,"full_interactions",0.095895640789806,379.510306418851,0.0106476684630315,29.0187500279911
"84","pNat ~ temp + prosper + pisc","temp,prosper,pisc",3,"additive",0.0959233371787453,373.225031546631,0.0106753648519709,22.733475155771
"107","pNat ~ barrier * crop * pisc","barrier,crop,pisc",3,"full_interactions",0.0959294058142118,373.346061118922,0.0106814334874374,22.8545047280622
"162","pNat ~ temp + size + prosper + pisc","temp,size,prosper,pisc",4,"additive",0.0960482438642302,373.764739224197,0.0108002715374557,23.273182833337
"212","pNat ~ temp + barrier + size + prosper + pisc","temp,barrier,size,prosper,pisc",5,"additive",0.0961801277727424,374.969939969742,0.0109321554459679,24.4783835788822
"81","pNat ~ temp * size * pisc","temp,size,pisc",3,"full_interactions",0.0963482048472795,377.723630697276,0.0111002325205051,27.2320743064167
"137","pNat ~ temp * barrier * size * prosper","temp,barrier,size,prosper",4,"full_interactions",0.0965489977933966,374.702483091563,0.0113010254666221,24.2109267007032
"193","pNat ~ length * size * crop * pisc","length,size,crop,pisc",4,"full_interactions",0.0965595399615549,386.101332346509,0.0113115676347804,35.6097759556493
"121","pNat ~ size * prosper * crop","size,prosper,crop",3,"full_interactions",0.0965718229741716,374.075858506861,0.0113238506473972,23.5843021160014
"129","pNat ~ temp * barrier * length * size","temp,barrier,length,size",4,"full_interactions",0.0966356152979383,382.564475731374,0.0113876429711638,32.0729193405145
"153","pNat ~ temp * length * size * pisc","temp,length,size,pisc",4,"full_interactions",0.0966390049275795,387.57263889869,0.0113910326008051,37.0810825078301
"197","pNat ~ size * prosper * crop * pisc","size,prosper,crop,pisc",4,"full_interactions",0.0966746541839876,384.519837870093,0.0114266818572132,34.0282814792334
"111","pNat ~ length * size * crop","length,size,crop",3,"full_interactions",0.0968809682521197,376.146901573104,0.0116329959253452,25.6553451822441
"67","pNat ~ temp * barrier * pisc","temp,barrier,pisc",3,"full_interactions",0.0969939740500438,379.842306843804,0.0117460017232693,29.3507504529445
"163","pNat ~ temp * size * prosper * pisc","temp,size,prosper,pisc",4,"full_interactions",0.097309439693249,380.486974766636,0.0120614673664745,29.9954183757765
"99","pNat ~ barrier * size * crop","barrier,size,crop",3,"full_interactions",0.0974280615094378,373.288740959024,0.0121800891826633,22.7971845681648
"235","pNat ~ barrier * length * prosper * crop * pisc","barrier,length,prosper,crop,pisc",5,"full_interactions",0.0975376116677679,399.603984258294,0.0122896393409935,49.1124278674341
"211","pNat ~ temp * barrier * size * prosper * crop","temp,barrier,size,prosper,crop",5,"full_interactions",0.097549749982687,376.126928361264,0.0123017776559126,25.6353719704042
"179","pNat ~ barrier * length * crop * pisc","barrier,length,crop,pisc",4,"full_interactions",0.0975625311766092,383.107785729771,0.0123145588498348,32.6162293389118
"217","pNat ~ temp * barrier * prosper * crop * pisc","temp,barrier,prosper,crop,pisc",5,"full_interactions",0.0976227682194714,371.75730147376,0.0123747958926969,21.2657450829007
"207","pNat ~ temp * barrier * length * prosper * pisc","temp,barrier,length,prosper,pisc",5,"full_interactions",0.0978910711209417,396.328440042628,0.0126430987941673,45.8368836517682
"141","pNat ~ temp * barrier * size * pisc","temp,barrier,size,pisc",4,"full_interactions",0.0982325852568357,386.762022616386,0.0129846129300613,36.2704662255263
"28","pNat ~ barrier + length","barrier,length",2,"additive",0.0985071066456673,378.203320942701,0.0132591343188928,27.7117645518413
"29","pNat ~ barrier * length","barrier,length",2,"full_interactions",0.0986229002225836,378.673910030261,0.0133749278958092,28.182353639401
"88","pNat ~ barrier + length + size","barrier,length,size",3,"additive",0.0989965426570547,380.126778329158,0.0137485703302803,29.6352219382978
"247","pNat ~ temp * barrier * length * prosper * crop * pisc","temp,barrier,length,prosper,crop,pisc",6,"full_interactions",0.0991224716327196,405.35915786167,0.0138744993059452,54.8676014708106
"94","pNat ~ barrier + length + pisc","barrier,length,pisc",3,"additive",0.0991667341149805,380.547465580557,0.013918761788206,30.0559091896969
"90","pNat ~ barrier + length + prosper","barrier,length,prosper",3,"additive",0.0991707082340319,380.06738930603,0.0139227359072575,29.5758329151699
"175","pNat ~ barrier * length * prosper * crop","barrier,length,prosper,crop",4,"full_interactions",0.0994794881842042,383.237291968317,0.0142315158574297,32.745735577457
"4","pNat ~ barrier","barrier",1,"additive",0.0995360338022391,380.665565842289,0.0142880614754646,30.1740094514296
"5","pNat ~ barrier","barrier",1,"full_interactions",0.0995360338022391,380.665565842289,0.0142880614754646,30.1740094514296
"199","pNat ~ temp * barrier * length * size * prosper","temp,barrier,length,size,prosper",5,"full_interactions",0.0995986978356832,393.319001027323,0.0143507255089087,42.8274446364632
"172","pNat ~ barrier + length + size + pisc","barrier,length,size,pisc",4,"additive",0.0996190689419277,382.529958065458,0.0143710966151532,32.0384016745988
"168","pNat ~ barrier + length + size + prosper","barrier,length,size,prosper",4,"additive",0.0996502306246527,381.931545343652,0.0144022582978782,31.4399889527925
"176","pNat ~ barrier + length + prosper + pisc","barrier,length,prosper,pisc",4,"additive",0.0998355430558692,382.450413134951,0.0145875707290947,31.9588567440909
"45","pNat ~ length * pisc","length,pisc",2,"full_interactions",0.100053606613153,384.537364545872,0.0148056342863782,34.0458081550122
"6","pNat ~ length","length",1,"additive",0.100071371399548,380.59014633992,0.0148233990727731,30.0985899490606
"7","pNat ~ length","length",1,"full_interactions",0.100071371399548,380.59014633992,0.0148233990727731,30.0985899490606
"30","pNat ~ barrier + size","barrier,size",2,"additive",0.10016898639684,382.635331851484,0.014921014070066,32.1437754606246
"32","pNat ~ barrier + prosper","barrier,prosper",2,"additive",0.100187236940761,382.276266317713,0.014939264613987,31.7847099268531
"31","pNat ~ barrier * size","barrier,size",2,"full_interactions",0.100198031753759,383.325614135579,0.0149500594269845,32.8340577447193
"95","pNat ~ barrier * length * pisc","barrier,length,pisc",3,"full_interactions",0.100261410217282,387.092477307202,0.0150134378905074,36.6009209163422
"36","pNat ~ barrier + pisc","barrier,pisc",2,"additive",0.100262523907725,382.819347567687,0.0150145515809507,32.3277911768276
"230","pNat ~ barrier + length + size + prosper + pisc","barrier,length,size,prosper,pisc",5,"additive",0.100280079595988,384.372912767652,0.0150321072692139,33.881356376792
