"pointid","xcoord","ycoord"
2772,-1123799.2872,2287888.5991
2773,-1117094.471,2278416.1822
2774,-1116168.0594,2277564.2031
2775,-1114924.3991,2268400.75520001
2776,-1117411.3334,2267899.4134
2777,-1118106.1883,2267771.4873
2778,-1122128.1598,2266589.0111
2779,-1123865.8733,2265951.50500001
2780,-1123905.7055,2265742.06799999
2781,-1123823.8785,2266021.5061
2782,-1125335.8666,2261667.4936
2783,-1123179.8728,2266287.5016
2784,-1122997.5007,2267069.2551
2785,-1122864.8709,2266980.5045
2786,-1125306.522,2293144.46900001
2787,-1129590.0712,2292335.42189999
2788,-1114728.7472,2139864.2514
2789,-1113939.8704,2139951.49439999
2790,-1116053.8739,2140525.49589999
2791,-1115913.8715,2140371.49689999
2792,-1115647.8713,2140273.4986
2793,-1115409.876,2140119.5014
2794,-1115311.8714,2140049.4954
2795,-1115157.8758,2139979.4939
2796,-1116842.5657,2142269.9383
2797,-1116823.8741,2142541.4973
2798,-1125083.8765,2155953.49460001
2799,-1124845.8589,2155813.4563
2800,-1125825.8735,2157101.50429999
2801,-1125706.8707,2156898.5012
2802,-1125601.8751,2156471.4958
2803,-1125587.8722,2156275.5009
2804,-1124663.8791,2156093.50039999
2805,-1124383.8741,2156121.50230001
2806,-1124691.8792,2156065.5008
2807,-1125223.8748,2156023.5025
2808,-1125852.8693,2157128.4887
2809,-1126091.8716,2157367.5004
2810,-1129885.8728,2164311.5011
2811,-1129774.0296,2163034.5734
2812,-1129759.8784,2165837.499
2813,-1129710.8759,2164934.5004
2814,-1129731.8776,2165879.49699999
2815,-1134183.8724,2172179.4952
2816,-1134176.875,2171556.4979
2817,-1133833.8697,2170877.50070001
2818,-1134225.8699,2172879.49429999
2819,-1132524.8748,2176106.50139999
2820,-1133791.8798,2175315.49650001
2821,-1132356.8735,2176512.4907
2822,-1134394.1618,2182145.2684
2823,-1134260.88,2181902.495
2824,-1137529.8718,2184555.5008
2825,-1136423.8697,2184093.5022
2826,-1136087.8789,2183855.5007
2827,-1135779.8734,2183645.4929
2828,-1135499.8738,2183295.5007
2829,-1134701.8775,2182567.496
2830,-1134617.8713,2182371.4992
2831,-1134512.8789,2182266.4961
2832,-1134421.8752,2182175.49830001
2833,-1134302.8749,2180782.4971
2834,-1134043.8772,2180817.4921
2835,-1133455.8736,2180173.4995
2836,-1137991.8783,2185479.5009
2837,-1145635.8712,2191219.5025
2838,-1145639.0225,2190956.37130001
2839,-1146223.875,2189805.49909999
2840,-1146371.8742,2189620.75280001
2841,-1144375.8772,2188251.4991
2842,-1143949.2053,2187882.6793
2843,-1139858.6502,2186618.10940001
2844,-1139755.8761,2186669.4912
2845,-1146399.6045,2191570.6766
2846,-1145803.8738,2191471.5025
2847,-1139489.8765,2186739.5016
2848,-1139293.8738,2186893.5004
2849,-1139671.8711,2186697.49360001
2850,-1140336.8776,2186578.4984
2851,-1141029.8744,2186403.4919
2852,-1141421.8772,2185927.4982
2853,-1146601.8784,2191639.4987
2854,-1152283.4001,2199102.9954
2855,-1152215.0546,2198878.0096
2856,-1181307.2912,2194808.0118
2857,-1180235.1109,2194056.9547
2858,-1152119.5874,2198612.7316
2859,-1151990.1666,2198557.53250001
2860,-1151212.5651,2197566.06910001
2861,-1151206.8205,2197365.98710001
2862,-1151354.4682,2197095.7361
2863,-1151360.9141,2197052.70960001
2864,-1151428.1675,2196872.2424
2865,-1146717.2533,2191673.5002
2866,-1147553.8774,2191779.5059
2867,-1147455.9292,2191581.99869999
2868,-1148244.8781,2191849.4994
2869,-1148178.2231,2191864.7894
2870,-1150500.8716,2193508.505
2871,-1150171.8751,2193361.50379999
2872,-1150073.8793,2193025.50219999
2873,-1150038.8674,2192948.49669999
2874,-1149828.8782,2192724.50079999
2875,-1149541.8773,2192577.49340001
2876,-1149170.8786,2192304.50460001
2877,-1149065.8768,2192213.49790001
2878,-1148944.7835,2192115.85840001
2879,-1128975.8689,2160713.50320001
2880,-1128975.8803,2160475.492
2881,-1129031.8766,2160391.4973
2882,-1129059.8709,2160881.5051
2883,-1129213.8738,2161203.49880001
2884,-1129745.8705,2162533.49470001
2885,-1132405.8741,2169477.4956
2886,-1131811.158,2169148.7874
2887,-1116907.874,2143283.5018
2888,-1112418.0695,2137021.5262
2889,-1112189.8781,2136619.497
2890,-1129931.2605,2167856.8877
2891,-1112404.3508,2137076.8714
2892,-1111895.8715,2136311.50029999
2893,-1148673.8756,2191863.4926
2894,-1148435.873,2191597.4978
2895,-1133231.88,2179249.4972
2896,-1133387.124,2179183.9987
2897,-1133302.0464,2178893.0757
2898,-1133056.8692,2178766.5009
2899,-1132657.8693,2178619.5033
2900,-1133721.8773,2170513.4914
2901,-1133721.8772,2170457.4958
2902,-1133693.8767,2170163.498
2903,-1132863.2331,2169828.75349999
2904,-1130935.8772,2169197.4967
2905,-1130592.8757,2168504.5019
2906,-1128975.8708,2160279.5032
2907,-1128681.8693,2159971.4977
2908,-1128170.8818,2158816.49639999
2909,-1128023.8735,2158697.5032
2910,-1126301.8733,2157605.49920001
2911,-1148231.7868,2191503.8466
2912,-1148194.0366,2191758.2285
2913,-1151917.733,2198512.6218
2914,-1127645.874,2158459.50549999
2915,-1127603.8692,2158459.5007
2916,-1122885.8717,2152509.5016
2917,-1120855.8764,2151361.50399999
2918,-1120792.876,2151242.50539999
2919,-1120834.8715,2149492.4994
2920,-1121032.4954,2148886.99770001
2921,-1120778.8695,2148442.4967
2922,-1120589.8712,2148351.49040001
2923,-1119434.8752,2147644.4992
2924,-1148925.8701,2192087.4906
2925,-1111503.8727,2135779.5015
2926,-1110285.8709,2135681.4965
2927,-1113379.8754,2139797.497
2928,-1113253.8728,2139699.50469999
2929,-1113154.1268,2139469.496
2930,-1112819.8709,2138789.49930001
2931,-1112749.8783,2138621.4964
2932,-1112749.8733,2138551.49230001
2933,-1112749.8736,2138257.4976
2934,-1112682.3551,2137961.5997
2935,-1112684.4115,2137954.1906
2936,-1112546.8779,2137718.5024
2937,-1112430.6264,2137274.5041
2938,-1113827.8748,2139937.49809999
2939,-1117841.916,2144691.7587
2940,-1117789.8732,2144557.4986
2941,-1117645.1293,2145668.5034
2942,-1119133.8763,2147245.50219999
2943,-1118855.8263,2147115.64269999
2944,-1117614.88,2145908.4973
2945,-1118251.8738,2146447.4967
2946,-1117750.7557,2146019.72400001
2947,-1118452.4956,2146639.8504
2948,-1118433.8797,2146615.4974
2949,-1119203.8761,2147315.5002
2950,-1118524.871,2146734.4905
2951,-1117677.8722,2145957.4984
2952,-1124019.8701,2155785.4962
2953,-1124214.4999,2155666.4974
2954,-1124278.8724,2156044.4965
2955,-1124369.8706,2152453.5048
2956,-1124307.9737,2152448.3397
2957,-1124145.8729,2152313.5018
2958,-1124355.879,2156121.5005
2959,-1124201.877,2155057.50079999
2960,-1124285.8691,2154511.49950001
2961,-1127316.8737,2158802.49869999
2962,-1126630.8718,2158172.4991
2963,-1126483.8764,2157773.4962
2964,-1129374.875,2161490.49650001
2965,-1129948.8724,2167874.50529999
2966,-1130935.8763,2169239.49890001
2967,-1131369.8738,2169253.5023
2968,-1131054.8742,2169386.4911
2969,-1131677.8727,2169099.4968
2970,-1131593.8784,2169127.50170001
2971,-1131523.8739,2169085.49740001
2972,-1152103.8751,2195419.50459999
2973,-1151795.8734,2193711.5
2974,-1151326.8725,2193382.4966
2975,-1151221.8707,2193445.49480001
2976,-1150812.8425,2193525.5815
2977,-1151368.4892,2196154.5267
2978,-1129937.5933,2182007.34
2979,-1129976.9173,2181826.8903
2980,-1129823.3971,2182748.42360001
2981,-1129720.364,2182790.1589
2982,-1129596.8262,2183542.785
2983,-1129580.4631,2183705.9286
2984,-1129282.2439,2184484.5367
2985,-1128339.7133,2185864.0744
2986,-1129237.6563,2184596.9465
2987,-1128172.0272,2185941.21370001
2988,-1127374.5851,2185903.7491
2989,-1126075.6058,2186021.41949999
2990,-1126729.2896,2185624.50589999
2991,-1126071.2431,2185839.8197
2992,-1125916.4419,2185817.4895
2993,-1125884.5755,2185949.8984
2994,-1125632.892,2186192.82279999
2995,-1125805.1612,2186111.6662
2996,-1125599.3277,2186195.7435
2997,-1124419.1007,2186744.17640001
2998,-1124622.5675,2186729.5746
2999,-1124138.6318,2186533.05650001
3000,-1123689.1165,2186292.38649999
3001,-1123946.4509,2186593.2302
3002,-1123644.4479,2186107.5476
3003,-1123359.4566,2186068.9982
3004,-1121802.8877,2184634.364
3005,-1123151.3677,2186080.3343
3006,-1121643.7457,2184430.40690001
3007,-1119696.7414,2183740.8355
3008,-1119477.5762,2183864.3125
3009,-1119348.1584,2183930.9477
3010,-1118699.5895,2184592.2404
3011,-1118636.2412,2184748.55240001
3012,-1116224.5471,2185193.9808
3013,-1116838.4134,2184967.2221
3014,-1115988.1942,2185630.37680001
3015,-1115890.518,2185706.7421
3016,-1115631.413,2190917.80399999
3017,-1114136.6192,2190832.558
3018,-1113203.9549,2191801.7325
3019,-1111558.4136,2191812.2375
3020,-1111332.8724,2193938.21249999
3021,-1110354.4659,2194605.98549999
3022,-1108139.2625,2195630.12939999
3023,-1107824.5883,2195602.76290001
3024,-1107001.6314,2196605.6947
3025,-1106677.5453,2196713.9625
3026,-1101916.6517,2199743.8306
3027,-1096333.304,2202570.1247
3028,-1098263.5413,2201967.7413
3029,-1098538.3175,2202024.7411
3030,-1100359.3857,2200879.7565
3031,-1099133.1409,2201261.5606
3032,-1095948.0537,2202753.2303
3033,-1095670.7623,2202732.02140001
3034,-1094835.6855,2203068.40649999
3035,-1080383.1235,2204487.1036
3036,-1084351.2448,2207404.7952
3037,-1079283.0788,2203494.9769
3038,-1077397.0641,2202623.38939999
3039,-1076459.9221,2201870.75929999
3040,-1075922.8638,2201318.3454
3041,-1075172.5697,2200852.48110001
3042,-1075179.8627,2200745.0462
3043,-1074728.572,2199447.87550001
3044,-1073020.3162,2197500.7081
3045,-1073018.3125,2197427.08809999
3046,-1071893.7215,2196096.66229999
3047,-1072996.9528,2197412.249
3048,-1070899.5198,2195700.118
3049,-1070592.6513,2195709.0736
3050,-1070286.4237,2195273.93469999
3051,-1069024.3634,2194716.1282
3052,-1065374.2128,2195579.4757
3053,-1064368.2548,2196011.8018
3054,-1064548.7495,2195831.8792
3055,-1062811.3433,2195704.2084
3056,-1082349.2303,2207807.4127
3057,-1081189.2969,2207832.166
3058,-1080050.2046,2207743.616
3059,-1077340.9958,2208394.79720001
3060,-1076886.2595,2208184.40479999
3061,-1076270.724,2207683.0867
3062,-1075191.9705,2207398.8257
3063,-1074507.6962,2208142.8874
3064,-1074455.1503,2208685.59319999
3065,-1073512.398,2210188.989
3066,-1072895.4358,2210870.0716
3067,-1072774.9347,2210948.8553
3068,-1072072.4322,2210706.54350001
3069,-1071279.3018,2210877.64489999
3070,-1069370.1307,2212408.09420001
3071,-1070292.3287,2211233.50499999
3072,-1065773.7551,2214608.90429999
3073,-1069353.9371,2212430.1136
3074,-1065622.1556,2214856.339
3075,-1063056.1782,2215666.3172
3076,-1062955.1552,2215660.0028
3077,-1062403.5648,2215998.92200001
3078,-1060395.936,2217028.13759999
3079,-1061470.8332,2216521.5741
3080,-1058584.196,2218363.3463
3081,-1058686.6666,2217985.03889999
3082,-1058114.9556,2219246.5301
3083,-1057600.8782,2220159.7218
3084,-1054954.0711,2220632.594
3085,-1055438.7869,2220701.2422
3086,-1095362.8271,2204850.8298
3087,-1096028.198,2203841.9405
3088,-1093898.6813,2207126.0645
3089,-1092662.7479,2208312.34189999
3090,-1092752.7328,2208270.84530001
3091,-1092393.1918,2208829.55730001
3092,-1086648.1322,2216283.7876
3093,-1087171.1099,2215102.5927
3094,-1085498.2776,2219504.55260001
3095,-1084677.7965,2219700.7267
3096,-1081553.5831,2223901.6498
3097,-1081487.6892,2224132.5122
3098,-1080715.1087,2225045.5369
3099,-1079486.2981,2226261.2359
3100,-1079514.3329,2226352.89999999
3101,-1079643.8313,2226484.4904
3102,-1079580.303,2228427.36599999
3103,-1079596.5123,2229374.4639
3104,-1079108.87,2230279.9817
3105,-1078841.8387,2232752.0993
3106,-1079087.3457,2233387.6903
3107,-1125217.7813,2186525.9034
3108,-1125218.0032,2186259.6405
3109,-1070756.3543,2210846.21090001
3110,-1125347.1599,2186159.35260001
3111,-1088921.8598,2212749.63840001
3112,-1091383.4723,2209642.2572
3113,-1058927.5934,2217674.637
3114,-1132310.4812,2176539.0849
3115,-1125866.8546,2186019.73910001
3116,-1086545.9571,2205029.40739999
3117,-1087272.619,2203445.4746
3118,-1125147.3816,2186660.5273
3119,-1116930.997,2184820.2949
3120,-1090545.2905,2201930.58919999
3121,-1061718.5968,2216390.14070001
3122,-1104686.8023,2136455.0191
3123,-1110250.3807,2135699.45009999
3124,-1104270.5971,2135385.0683
3125,-1102281.388,2135659.0836
3126,-1102052.6262,2135818.0061
3127,-1101735.9884,2136812.53769999
3128,-1101476.6181,2136899.8874
3129,-1101104.29,2136903.9832
3130,-1100918.4974,2136885.40179999
3131,-1100773.079,2136797.5745
3132,-1100049.3146,2136604.48979999
3133,-1097925.5588,2137611.6691
3134,-1096776.0844,2138643.1805
3135,-1095196.455,2132544.7401
3136,-1095704.2608,2131571.5531
3137,-1095739.9099,2131342.6731
3138,-1096348.3595,2130374.02539999
3139,-1096328.9976,2126526.16380001
3140,-1096400.5023,2126076.02940001
3141,-1096129.0853,2124310.1255
3142,-1094093.3923,2139676.956
3143,-1092242.0754,2139356.16110001
3144,-1090950.237,2141179.5767
3145,-1089869.6363,2141207.78640001
3146,-1084254.5016,2140933.9225
3147,-1082809.3144,2141332.54800001
3148,-1082750.7799,2141515.63769999
3149,-1081608.2576,2141842.60779999
3150,-1080009.3,2142431.6738
3151,-1079676.8432,2142607.6656
3152,-1078368.3877,2142883.0592
3153,-1073958.8151,2143768.24939999
3154,-1072483.2621,2144201.5752
3155,-1071670.7305,2144096.35780001
3156,-1067391.8992,2146197.6037
3157,-1064470.087,2146576.7203
3158,-1063811.6525,2147225.6343
3159,-1063776.4781,2147595.3609
3160,-1063827.7959,2147666.9199
3161,-1060471.5061,2148115.71250001
3162,-1058282.2792,2147321.0967
3163,-1056327.6311,2147175.71949999
3164,-1055318.9779,2146642.8731
3165,-1055096.4477,2146390.3565
3166,-1052284.6692,2145161.8803
3167,-1052370.8045,2144605.3943
3168,-1052899.5487,2143285.4144
3169,-1052758.8716,2142302.7876
3170,-1052739.5842,2142034.1073
3171,-1052543.9759,2141733.6125
3172,-1051890.2986,2140613.7608
3173,-1051243.372,2138551.72179999
3174,-1050186.4385,2137382.9308
3175,-1050063.8896,2137196.149
3176,-1049740.4852,2137047.0949
3177,-1049468.4824,2137008.1739
3178,-1049340.0526,2136846.42800001
3179,-1048489.6516,2135883.3429
3180,-1048258.8073,2134737.0617
3181,-1048373.1138,2133995.8088
3182,-1049025.5705,2130653.9232
3183,-1048130.8243,2129509.2923
3184,-1045994.8873,2128671.36189999
3185,-1046042.7335,2127856.62110001
3186,-1045479.3973,2126934.4006
3187,-1042313.9806,2125543.0778
3188,-1042265.4651,2125487.5244
3189,-1041245.8193,2125392.55680001
3190,-1040221.7098,2125996.72070001
3191,-1039372.3965,2126510.63569999
3192,-1038429.9577,2128215.3517
3193,-1037472.6766,2129213.10129999
3194,-1036881.407,2129926.7091
3195,-1036002.1269,2129504.4194
3196,-1029755.5878,2115590.3452
3197,-1029512.5833,2116320.00909999
3198,-1029601.1661,2114906.7128
3199,-1024933.3412,2112495.93060001
3200,-1028807.4918,2114291.6353
3201,-1034739.3468,2122677.17660001
3202,-1035181.1505,2123306.1088
3203,-1034170.4248,2122368.59109999
3204,-1031846.9836,2120190.5398
3205,-1031034.8017,2119134.25259999
3206,-1030530.5609,2118443.5525
3207,-1030354.3423,2118508.22809999
3208,-1029783.4994,2117220.2343
3209,-1077512.5124,2101660.91830001
3210,-1074671.885,2102871.6563
3211,-1078514.4597,2101176.6896
3212,-1080218.5917,2099451.3395
3213,-1081324.1192,2098216.90619999
3214,-1082532.6824,2095729.9013
3215,-1116269.7065,2111836.7832
3216,-1116734.8601,2111985.3928
3217,-1113137.0739,2109673.259
3218,-1106972.6049,2109487.90540001
3219,-1104935.3115,2108218.9335
3220,-1101476.4172,2107425.9577
3221,-1099518.174,2107287.93830001
3222,-1096856.7447,2102590.5348
3223,-1095642.4064,2100454.2367
3224,-1106908.0055,2130390.81169999
3225,-1106393.8698,2130501.50149999
3226,-1106276.1273,2130392.16779999
3227,-1108101.8727,2130473.492
3228,-1107604.8714,2130298.4985
3229,-1107415.8793,2130207.4926
3230,-1105880.7687,2129349.85949999
3231,-1108395.8697,2130641.4973
3232,-1108143.878,2131467.49430001
3233,-1108381.8799,2131187.4946
3234,-1108787.8812,2132377.5006
3235,-1110285.8783,2135401.49210001
3236,-1137359.5379,2083120.3167
3237,-1136391.6614,2081130.0422
3238,-1137664.7968,2083280.8251
3239,-1140293.909,2084998.2638
3240,-1140916.2001,2085802.3838
3241,-1141169.0053,2086079.54460001
3242,-1143559.658,2087609.2295
3243,-1141492.598,2086395.38900001
3244,-1143927.8632,2087945.6412
3245,-1147757.5333,2089008.8738
3246,-1148211.7488,2089003.1859
3247,-1150808.8819,2088939.83640001
3248,-1152244.3888,2089345.1511
3249,-1152806.2062,2089404.4553
3250,-1153467.0906,2089915.9072
3251,-1153703.6064,2090056.8479
3252,-1155196.7379,2089932.0084
3253,-1155485.2841,2089909.68420001
3254,-1155704.3395,2089996.2646
3255,-1155883.7125,2089988.96179999
3256,-1155834.4266,2089891.09830001
3257,-1156937.9353,2089592.4206
3258,-1157404.6379,2089617.8583
3259,-1159660.2089,2090150.4357
3260,-1157414.6152,2089641.7624
3261,-1159804.2102,2090210.4432
3262,-1161010.9171,2089885.4348
3263,-1161985.9416,2089663.58869999
3264,-1162317.7845,2089502.6054
3265,-1110173.8733,2133619.4637
3266,-1110089.8763,2132463.99660001
3267,-1110173.8756,2134197.5
3268,-1110004.9206,2132392.8419
3269,-1109963.8776,2132097.49269999
3270,-1109193.8762,2131957.4951
3271,-1110068.8726,2134540.5049
3272,-1110110.8814,2134470.5021
3273,-1110187.8773,2135163.5013
3274,-1110072.3762,2134858.24890001
3275,-1124344.8432,2103056.4033
3276,-1123949.8764,2102669.5001
3277,-1124365.8566,2103119.4574
3278,-1124453.8728,2103215.4983
3279,-1125167.8727,2106365.50160001
3280,-1124719.8772,2106911.4944
3281,-1123487.8723,2108451.4982
3282,-1122222.7831,2109320.7615
3283,-1122217.8344,2109444.576
3284,-1120897.8731,2111265.4962
3285,-1120784.8429,2111467.5248
3286,-1120685.7182,2111557.63570001
3287,-1118475.8689,2115059.50049999
3288,-1113854.8187,2115720.4778
3289,-1116947.0401,2114606.62869999
3290,-1117271.3958,2114652.8619
3291,-1118195.8364,2115081.28539999
3292,-1118419.8774,2115031.5006
3293,-1118282.4008,2115062.0482
3294,-1113786.8952,2115783.5457
3295,-1113109.2912,2117430.074
3296,-1113039.5778,2117499.7866
3297,-1112917.8745,2117621.4989
3298,-1112609.869,2117565.501
3299,-1112132.9051,2117610.9413
3300,-1111951.446,2117649.5038
3301,-1111209.8707,2118474.9549
3302,-1111209.8733,2118576.3067
3303,-1111447.8738,2119795.57570001
3304,-1126980.6249,2080507.1186
3305,-1127017.0307,2079483.3823
3306,-1127757.8702,2082341.5025
3307,-1126735.8783,2083098.1117
3308,-1126735.8771,2083149.1662
3309,-1126539.8712,2084413.50070001
3310,-1126630.8755,2085442.5015
3311,-1125419.8787,2087185.49860001
3312,-1123963.8718,2089901.5002
3313,-1123179.8743,2092673.4988
3314,-1123277.8703,2092897.4941
3315,-1124075.8735,2093723.49850001
3316,-1124425.8746,2095473.5018
3317,-1124229.8791,2097027.4944
3318,-1124173.8763,2097349.3563
3319,-1124173.8757,2097437.8353
3320,-1123109.8713,2098399.49469999
3321,-1123039.8766,2101885.4988
3322,-1111503.8765,2119933.8801
3323,-1111741.8777,2120099.5035
3324,-1112482.409,2121026.2447
3325,-1112527.0661,2121064.52990001
3326,-1112399.8768,2123347.49389999
3327,-1109235.8708,2123193.4919
3328,-1110271.8719,2122997.5032
3329,-1111141.0284,2123754.93159999
3330,-1109098.6609,2123401.41330001
3331,-1112302.0991,2123378.28059999
3332,-1112192.7758,2123385.5717
3333,-1111208.7459,2123707.77
3334,-1108731.8734,2124047.4945
3335,-1108739.6921,2124117.8859
3336,-1108659.0944,2124364.0529
3337,-1108667.5128,2124422.9448
3338,-1108619.8725,2124901.5012
3339,-1108689.8729,2125043.7955
3340,-1108689.8774,2125111.2223
3341,-1109495.0702,2126221.12039999
3342,-1109488.7268,2126329.03870001
3343,-1108330.8531,2126670.4726
3344,-1107551.4484,2126893.9236
3345,-1107274.6056,2126926.9137
3346,-1107193.9031,2126991.476
3347,-1106534.1364,2127465.1404
3348,-1106520.8513,2127523.6166
3349,-1106464.0038,2127655.30449999
3350,-1106418.3031,2127727.10519999
3351,-1106396.56,2127777.4406
3352,-1106233.2557,2128053.13520001
3353,-1106211.6357,2128109.8566
3354,-1106172.8051,2128211.81330001
3355,-1106123.1443,2128266.2239
3356,-1106085.8724,2128485.496
3357,-1127927.9315,2126492.7133
3358,-1126228.6185,2125543.6156
3359,-1127813.8306,2126683.19229999
3360,-1127040.9897,2127078.6755
3361,-1127353.7259,2127664.5397
3362,-1127596.5398,2127870.337
3363,-1128027.7824,2129099.39199999
3364,-1127601.0348,2129161.9541
3365,-1126085.0205,2128583.44480001
3366,-1125826.026,2128701.2796
3367,-1125607.3701,2129386.3022
3368,-1126076.0679,2129650.6058
3369,-1126703.8573,2129712.7967
3370,-1126781.0054,2129778.27130001
3371,-1126861.2068,2129787.2727
3372,-1127701.8061,2130845.1446
3373,-1127648.3733,2131021.1175
3374,-1126886.2478,2131500.9161
3375,-1126765.0554,2131581.7078
3376,-1126411.5061,2132865.54899999
3377,-1126512.4077,2132678.32550001
3378,-1127257.1958,2133323.9714
3379,-1127456.1132,2133251.79329999
3380,-1127600.9835,2132460.39909999
3381,-1127864.2755,2132048.28689999
3382,-1128444.0641,2132460.5486
3383,-1128217.3179,2132831.36790001
3384,-1129129.6414,2133304.5643
3385,-1129083.3039,2134754.3305
3386,-1130063.4726,2137729.7801
3387,-1130088.9994,2136481.3112
3388,-1129848.0309,2138834.28930001
3389,-1129978.0082,2139186.7405
3390,-1129625.6637,2139474.7748
3391,-1129474.2981,2140911.84470001
3392,-1128922.208,2143095.5223
3393,-1129265.6231,2143416.6659
3394,-1129224.634,2143806.51769999
3395,-1129711.3568,2145146.7645
3396,-1130596.6016,2146267.724
3397,-1131036.3014,2146098.3698
3398,-1131037.2099,2147451.2693
3399,-1131832.142,2148704.0143
3400,-1132161.6886,2148715.3514
3401,-1132183.673,2148757.31020001
3402,-1132610.7552,2149028.4257
3403,-1133075.6237,2150326.638
3404,-1134905.6186,2151696.5379
3405,-1135212.3159,2151708.04959999
3406,-1137866.4195,2153156.96220001
3407,-1143525.4606,2152874.22800001
3408,-1142219.3122,2152847.733
3409,-1146049.6061,2151100.2715
3410,-1147533.0564,2151064.7758
3411,-1149060.2301,2151980.1453
3412,-1151989.1987,2148976.7661
3413,-1152406.1971,2149555.5564
3414,-1154091.9801,2152012.7944
3415,-1154402.2084,2152157.3433
3416,-1154538.432,2152081.9797
3417,-1155578.4825,2153257.83280001
3418,-1155952.3813,2154370.07169999
3419,-1156353.5658,2155504.4906
3420,-1158189.0642,2158740.96329999
3421,-1158435.2278,2160263.68389999
3422,-1163927.5451,2168150.2731
3423,-1161561.3846,2165678.6024
3424,-1164597.1251,2170308.3622
3425,-1165173.4846,2171313.4557
3426,-1165250.1746,2171397.3968
3427,-1166430.3419,2171946.72999999
3428,-1166800.7828,2172266.16699999
3429,-1173609.8342,2174535.13409999
3430,-1173190.1601,2174911.2848
3431,-1175366.7677,2173487.7748
3432,-1185206.378,2174633.1155
3433,-1183355.8111,2173918.68789999
3434,-1182700.579,2174551.6134
3435,-1185891.3616,2174675.36009999
3436,-1191932.7012,2172965.7732
3437,-1190106.3195,2174323.13
3438,-1194003.3842,2172875.4103
3439,-1195041.3174,2174065.03010001
3440,-1195050.9129,2174118.3388
3441,-1193846.6489,2184214.0433
3442,-1192626.4907,2187749.26640001
3443,-1153801.7432,2148262.30900001
3444,-1154502.7161,2149244.79739999
3445,-1156289.6977,2150400.2911
3446,-1158704.0982,2150231.38709999
3447,-1160170.1179,2151968.06650001
3448,-1160517.3541,2152152.1112
3449,-1163830.3113,2152316.95579999
3450,-1163900.2821,2151628.46750001
3451,-1163901.8421,2151090.22059999
3452,-1165572.5029,2149911.35259999
3453,-1166015.5915,2149625.60799999
3454,-1169336.9824,2150039.95739999
3455,-1169934.0738,2149764.29710001
3456,-1172049.6306,2147554.10009999
3457,-1172256.0496,2146634.84689999
3458,-1170436.151,2145251.83780001
3459,-1168945.4258,2144769.82799999
3460,-1168986.088,2144004.3919
3461,-1168332.2456,2143399.07979999
3462,-1169264.7664,2139720.8597
3463,-1168717.9726,2141158.8234
3464,-1171170.5687,2138996.3822
3465,-1171294.6989,2138354.70920001
3466,-1170793.0662,2137567.57339999
3467,-1170774.5523,2137163.4839
3468,-1170443.1818,2136924.8486
3469,-1170981.7165,2135728.9503
3470,-1170850.0901,2134888.4382
3471,-1171795.0695,2134229.78790001
3472,-1172177.04,2132308.69550001
3473,-1173849.482,2131098.5852
3474,-1175716.6233,2130852.34240001
3475,-1177519.6407,2130557.6128
3476,-1178426.4141,2128927.2433
3477,-1182314.6082,2128729.6403
3478,-1179328.8049,2128592.7684
3479,-1182427.2493,2128643.1968
3480,-1186172.3956,2127797.25419999
3481,-1190168.2195,2126427.1271
3482,-1191191.1456,2126023.43119999
3483,-1192080.9974,2124602.0062
3484,-1191331.3053,2123648.3532
3485,-1191269.8066,2123198.5373
3486,-1191451.6092,2121788.3466
3487,-1191259.9752,2122660.74419999
3488,-1192360.1728,2120227.19230001
3489,-1174288.2985,2130159.5565
3490,-1174158.5714,2129425.4552
3491,-1174998.1038,2128023.2972
3492,-1174962.74,2127748.6899
3493,-1175006.2913,2126861.8239
3494,-1177197.228,2124076.9869
3495,-1177048.6761,2122089.2237
3496,-1177609.3407,2121119.1108
3497,-1177457.2597,2121096.3559
3498,-1177860.2139,2120056.01769999
3499,-1188952.3921,2118210.24869999
3500,-1188594.7576,2118482.1751
3501,-1189015.4731,2118214.6725
3502,-1193131.1637,2114798.0824
3503,-1195140.3298,2112155.6551
3504,-1195366.724,2111975.1084
3505,-1195606.2538,2111708.4537
3506,-1195529.1608,2111745.9148
3507,-1196442.0504,2111193.2072
3508,-1196963.3075,2110433.10309999
3509,-1197593.4807,2109443.431
3510,-1197984.8386,2106875.5823
3511,-1199322.5284,2105726.7416
3512,-1200680.2993,2103057.2518
3513,-1202155.7977,2100685.4745
3514,-1189472.0273,2174718.5035
3515,-1169107.5885,2142324.1681
3516,-1167717.7028,2173381.7185
3518,-1161297.811,2164901.43070001
3519,-1159767.7143,2162756.7477
3520,-1159646.3545,2162681.6246
3521,-1159679.0525,2162173.9977
3522,-1159590.3912,2162033.8677
3523,-1159586.1935,2161823.58150001
3524,-1159601.0796,2161673.0923
3525,-1159164.927,2161333.3511
3526,-1181164.5597,2118530.4728
3527,-1187534.9475,2119395.8112
3528,-1185848.3413,2120322.68510001
3529,-1140228.755,2153592.50850001
3530,-1140042.4151,2153611.6854
3531,-1126481.1576,2132453.9279
3532,-1126643.5405,2132035.0014
3533,-1178528.1991,2128859.2102
3534,-1168932.4526,2142212.192
3535,-1168987.9882,2142220.5367
3536,-1173100.7322,2148179.97490001
3537,-1174734.176,2147487.13340001
3538,-1176084.9319,2148539.5049
3539,-1176341.0257,2149034.4428
3540,-1177119.496,2149583.1533
3541,-1178465.8645,2149886.9536
