"pointid","xcoord","ycoord"
747,-750578.623,2218685.7478
748,-751537.6271,2219714.7478
749,-756843.6251,2220148.7508
750,-756395.629000001,2220064.7466
751,-754197.626700001,2220022.74530001
752,-754148.624600001,2219945.74820001
753,-754085.6284,2219630.7456
754,-753637.625399999,2219392.75130001
755,-752195.6247,2219448.74410001
756,-756535.6206,2221436.75
757,-754883.622999999,2219770.74510001
758,-758999.6232,2220862.7452
759,-757445.6263,2221478.74099999
760,-760763.6229,2221856.7498
761,-761435.625299999,2222528.7541
762,-763269.622099999,2230452.74900001
763,-763493.621300001,2227764.7444
764,-763339.620799999,2227414.7503
765,-763472.6282,2232167.7498
766,-763129.6281,2234050.74320001
767,-764739.629100001,2237368.75309999
768,-765019.630000001,2236780.7432
769,-764753.628,2238040.7557
770,-765929.624600001,2241414.7523
771,-765481.620899999,2240854.7503
772,-763927.6301,2238936.7467
773,-765985.622899999,2242772.7434
774,-764487.6171,2242310.742
775,-768463.564500001,2243934.81339999
776,-768134.6246,2244333.7473
777,-762877.487099998,2216215.76620001
778,-760827.312800001,2221852.6369
779,-760808.550399999,2221848.64330001
780,-763629.416200002,2216130.8973
781,-763621.9378,2215821.83919999
782,-764124.8523,2214278.6089
783,-764640.2741,2214249.9564
784,-765741.609400002,2213557.27509999
785,-766319.727700002,2212817.9392
786,-767646.877800001,2212432.7535
787,-769420.051799999,2205562.396
788,-770179.685799999,2205347.1273
789,-770186.1394,2205129.30270001
790,-744858.3745,2219235.27150001
791,-748130.091100001,2219169.4019
792,-748338.6216,2219063.7425
793,-716215.626999999,2174508.75190001
794,-716313.625499999,2173234.7474
795,-729711.628799999,2189950.7549
796,-729221.623499999,2189628.75370001
797,-728185.618300001,2188901.2652
798,-744733.042900001,2219252.74079999
799,-764823.6286,2238082.7529
800,-764710.359499999,2236023.46860001
801,-716047.626399999,2173038.7511
802,-763003.6241,2227148.7549
803,-763563.6183,2225838.0819
804,-764263.627100001,2223130.7512
805,-744565.6229,2219196.7452
806,-744222.629100001,2219091.7488
807,-742733.297,2217456.16819999
808,-741687.331,2216686.8191
809,-740113.624700001,2215444.7549
810,-739735.935900002,2215039.0569
811,-739525.6161,2214492.74460001
812,-739497.6136,2214282.7479
813,-733435.626900001,2210152.751
814,-733245.9817,2210028.8727
815,-737299.623900002,2210138.74759999
816,-733176.630999999,2210005.742
817,-731867.627800001,2209410.74439999
818,-731670.880499999,2208725.94590001
819,-731597.454500001,2208518.9896
820,-731479.629399999,2208233.00190001
821,-731982.725600001,2205233.73970001
822,-730436.4461,2204630.179
823,-730405.859799999,2203677.4483
824,-730579.6145,2201282.3877
825,-732329.6238,2199064.7501
826,-732217.623,2198952.7446
