rid,binaryID
1388,11
1389,111
1390,11101
1391,1110
1392,111011
1393,1110111
1394,11101111
1395,111011111
1396,1110111111
1397,11101111111
1398,111011111111
1399,111011111111111
1400,1110111111111111
1401,11101111111111111
1402,111011111111111111
1403,1110111111111111111
1404,11101111111111111111
1405,111011111111111111111
1406,1110111111111111111111
1407,11101111111111111111111
1408,111011111111111111111111
1409,1110111111111111111111111
1410,11101111111111111111111111
1411,111011111111111111111111111
1412,1110111111111111111111111111
1413,11101111111111111111111111111
1414,111011111111111111111111111110
1415,1110111111111111111111111111101
1416,11101111111111111111111111111011
1417,1110111111111111111111111111111
1418,11101111111111111111111111111111
1419,1110111111111
1420,11101111111111
1421,111111
1422,1111111
1423,11111111
1424,111111111
1425,1111111111
1426,11111111111
1427,111111111111
1428,1111111111111
1429,11111111111111
1430,111111111111111
1431,1111111111111111
1432,11111111111111111
1433,111111111111111110
1434,111111111111111111
1435,1111111111111111111
1436,11111111111111111111
1437,111111111111111111111
1438,11111
1439,1111
1447,111011111111111111111111111111
1386,1
