"pointid","xcoord","ycoord"
736,-1151795.8734,2193711.5
737,-1151326.8725,2193382.4966
738,-1151221.8707,2193445.4948
739,-1150812.8425,2193525.5815
740,-1151368.4892,2196154.5267
741,-1129937.5933,2182007.34
742,-1129976.9173,2181826.8903
743,-1129823.3971,2182748.42360001
744,-1129720.364,2182790.1589
745,-1129596.8262,2183542.785
746,-1129580.4631,2183705.9286
747,-1129282.2439,2184484.5367
748,-1128339.7133,2185864.0744
749,-1129237.6563,2184596.9465
750,-1128172.0272,2185941.21370001
751,-1127374.5851,2185903.7491
752,-1126075.6058,2186021.41949999
753,-1126729.2896,2185624.50589999
754,-1126071.2431,2185839.8197
755,-1125916.4419,2185817.4895
756,-1125884.5755,2185949.8984
757,-1125632.892,2186192.82279999
758,-1125805.1612,2186111.6662
759,-1125599.3277,2186195.7435
760,-1124419.1007,2186744.17640001
761,-1124622.5675,2186729.5746
762,-1124138.6318,2186533.05650001
763,-1123689.1165,2186292.38649999
764,-1123946.4509,2186593.2302
765,-1123644.4479,2186107.5476
766,-1123359.4566,2186068.9982
767,-1121802.8877,2184634.364
768,-1123151.3677,2186080.3343
769,-1121643.7457,2184430.40690001
770,-1119696.7414,2183740.8355
771,-1119477.5762,2183864.3125
772,-1119348.1584,2183930.9477
773,-1118699.5895,2184592.2404
774,-1118636.2412,2184748.55240001
775,-1116224.5471,2185193.9808
776,-1116838.4134,2184967.2221
777,-1115988.1942,2185630.37680001
778,-1115890.518,2185706.7421
779,-1115631.413,2190917.80399999
780,-1114136.6192,2190832.558
781,-1113203.9549,2191801.7325
782,-1111558.4136,2191812.2375
783,-1111332.8724,2193938.21249999
784,-1110354.4659,2194605.98549999
785,-1108139.2625,2195630.12939999
786,-1107824.5883,2195602.76290001
787,-1107001.6314,2196605.6947
788,-1106677.5453,2196713.9625
789,-1101916.6517,2199743.8306
790,-1096333.304,2202570.1247
791,-1098263.5413,2201967.7413
792,-1098538.3175,2202024.7411
793,-1100359.3857,2200879.7565
794,-1099133.1409,2201261.5606
795,-1095948.0537,2202753.2303
796,-1095670.7623,2202732.02140001
797,-1094835.6855,2203068.40649999
798,-1080383.1235,2204487.1036
799,-1084351.2448,2207404.7952
800,-1079283.0788,2203494.9769
801,-1077397.0641,2202623.38939999
802,-1076459.9221,2201870.75929999
803,-1075922.8638,2201318.3454
804,-1075172.5697,2200852.48110001
805,-1075179.8627,2200745.0462
806,-1074728.572,2199447.87550001
807,-1073020.3162,2197500.7081
808,-1073018.3125,2197427.08809999
809,-1071893.7215,2196096.66229999
810,-1072996.9528,2197412.249
811,-1070899.5198,2195700.118
812,-1070592.6513,2195709.0736
