"pointid","xcoord","ycoord"
813,-1070286.4237,2195273.9347
814,-1069024.3634,2194716.1282
815,-1065374.2128,2195579.4757
816,-1064368.2548,2196011.8018
817,-1064548.7495,2195831.8792
818,-1062811.3433,2195704.2084
819,-1082349.2303,2207807.4127
820,-1081189.2969,2207832.166
821,-1080050.2046,2207743.616
822,-1077340.9958,2208394.79720001
823,-1076886.2595,2208184.40479999
824,-1076270.724,2207683.0867
825,-1075191.9705,2207398.8257
826,-1074507.6962,2208142.8874
827,-1074455.1503,2208685.59319999
828,-1073512.398,2210188.989
829,-1072895.4358,2210870.0716
830,-1072774.9347,2210948.8553
831,-1072072.4322,2210706.54350001
832,-1071279.3018,2210877.64489999
833,-1069370.1307,2212408.09420001
834,-1070292.3287,2211233.50499999
835,-1065773.7551,2214608.9043
836,-1069353.9371,2212430.11359999
837,-1065622.1556,2214856.339
838,-1063056.1782,2215666.3172
839,-1062955.1552,2215660.0028
840,-1062403.5648,2215998.92200001
841,-1060395.936,2217028.13759999
842,-1061470.8332,2216521.5741
843,-1058584.196,2218363.3463
844,-1058686.6666,2217985.0389
845,-1058114.9556,2219246.5301
846,-1057600.8782,2220159.7218
847,-1054954.0711,2220632.594
848,-1055438.7869,2220701.2422
849,-1095362.8271,2204850.8298
850,-1096028.198,2203841.9405
851,-1093898.6813,2207126.0645
852,-1092662.7479,2208312.34189999
853,-1092752.7328,2208270.84530001
854,-1092393.1918,2208829.55730001
855,-1086648.1322,2216283.7876
856,-1087171.1099,2215102.5927
857,-1085498.2776,2219504.55260001
858,-1084677.7965,2219700.7267
859,-1081553.5831,2223901.6498
860,-1081487.6892,2224132.5122
861,-1080715.1087,2225045.5369
862,-1079486.2981,2226261.2359
863,-1079514.3329,2226352.89999999
864,-1079643.8313,2226484.4904
865,-1079580.303,2228427.36599999
866,-1079596.5123,2229374.4639
867,-1079108.87,2230279.9817
868,-1078841.8387,2232752.0993
869,-1079087.3457,2233387.6903
870,-1125217.7813,2186525.9034
871,-1125218.0032,2186259.6405
872,-1070756.3543,2210846.21090001
873,-1125347.1599,2186159.35260001
874,-1088921.8598,2212749.63840001
875,-1091383.4723,2209642.2572
876,-1058927.5934,2217674.637
877,-1132310.4812,2176539.0849
878,-1125866.8546,2186019.73910001
879,-1086545.9571,2205029.40739999
880,-1087272.619,2203445.4746
881,-1125147.3816,2186660.5273
882,-1116930.997,2184820.2949
883,-1090545.2905,2201930.58919999
884,-1061718.5968,2216390.14070001
885,-1104686.8023,2136455.0191
886,-1110250.3807,2135699.45009999
887,-1104270.5971,2135385.0683
888,-1102281.388,2135659.0836
889,-1102052.6262,2135818.0061
890,-1101735.9884,2136812.53769999
891,-1101476.6181,2136899.8874
892,-1101104.29,2136903.9832
893,-1100918.4974,2136885.40179999
894,-1100773.079,2136797.5745
895,-1100049.3146,2136604.48979999
896,-1097925.5588,2137611.6691
897,-1096776.0844,2138643.1805
898,-1095196.455,2132544.7401
899,-1095704.2608,2131571.5531
900,-1095739.9099,2131342.6731
901,-1096348.3595,2130374.02539999
902,-1096328.9976,2126526.16380001
903,-1096400.5023,2126076.02940001
904,-1096129.0853,2124310.1255
905,-1094093.3923,2139676.956
906,-1092242.0754,2139356.16110001
907,-1090950.237,2141179.5767
908,-1089869.6363,2141207.78640001
909,-1084254.5016,2140933.9225
910,-1082809.3144,2141332.54800001
911,-1082750.7799,2141515.63769999
912,-1081608.2576,2141842.60779999
913,-1080009.3,2142431.6738
914,-1079676.8432,2142607.6656
915,-1078368.3877,2142883.0592
916,-1073958.8151,2143768.24939999
917,-1072483.2621,2144201.5752
918,-1071670.7305,2144096.3578
919,-1067391.8992,2146197.6037
920,-1064470.087,2146576.7203
921,-1063811.6525,2147225.6343
922,-1063776.4781,2147595.3609
923,-1063827.7959,2147666.9199
924,-1060471.5061,2148115.7125
925,-1058282.2792,2147321.0967
926,-1056327.6311,2147175.71949999
927,-1055318.9779,2146642.8731
928,-1055096.4477,2146390.3565
929,-1052284.6692,2145161.8803
930,-1052370.8045,2144605.3943
931,-1052899.5487,2143285.4144
932,-1052758.8716,2142302.7876
933,-1052739.5842,2142034.1073
934,-1052543.9759,2141733.6125
935,-1051890.2986,2140613.7608
936,-1051243.372,2138551.72179999
937,-1050186.4385,2137382.9308
938,-1050063.8896,2137196.149
939,-1049740.4852,2137047.0949
940,-1049468.4824,2137008.1739
941,-1049340.0526,2136846.42800001
942,-1048489.6516,2135883.3429
943,-1048258.8073,2134737.0617
944,-1048373.1138,2133995.8088
945,-1049025.5705,2130653.9232
946,-1048130.8243,2129509.2923
947,-1045994.8873,2128671.36189999
948,-1046042.7335,2127856.62110001
949,-1045479.3973,2126934.4006
950,-1042313.9806,2125543.0778
951,-1042265.4651,2125487.5244
952,-1041245.8193,2125392.55680001
953,-1040221.7098,2125996.72070001
954,-1039372.3965,2126510.63569999
955,-1038429.9577,2128215.3517
956,-1037472.6766,2129213.10129999
957,-1036881.407,2129926.7091
958,-1036002.1269,2129504.4194
959,-1029755.5878,2115590.3452
960,-1029512.5833,2116320.00909999
961,-1029601.1661,2114906.7128
962,-1024933.3412,2112495.93060001
963,-1028807.4918,2114291.6353
964,-1034739.3468,2122677.17660001
965,-1035181.1505,2123306.1088
966,-1034170.4248,2122368.59109999
967,-1031846.9836,2120190.5398
968,-1031034.8017,2119134.25259999
969,-1030530.5609,2118443.5525
970,-1030354.3423,2118508.22809999
971,-1029783.4994,2117220.2343
972,-1077512.5124,2101660.91830001
973,-1074671.885,2102871.6563
974,-1078514.4597,2101176.6896
975,-1080218.5917,2099451.3395
976,-1081324.1192,2098216.90619999
977,-1082532.6824,2095729.9013
978,-1116269.7065,2111836.7832
979,-1116734.8601,2111985.3928
980,-1113137.0739,2109673.259
981,-1106972.6049,2109487.90540001
982,-1104935.3115,2108218.9335
983,-1101476.4172,2107425.9577
984,-1099518.174,2107287.93830001
985,-1096856.7447,2102590.5348
986,-1095642.4064,2100454.2367
987,-1106908.0055,2130390.81169999
988,-1106393.8698,2130501.50149999
989,-1106276.1273,2130392.16779999
990,-1108101.8727,2130473.492
991,-1107604.8714,2130298.4985
992,-1107415.8793,2130207.4926
993,-1105880.7687,2129349.85949999
994,-1108395.8697,2130641.4973
995,-1108143.878,2131467.4943
996,-1108381.8799,2131187.4946
997,-1108787.8812,2132377.5006
998,-1110285.8783,2135401.4921
999,-1137359.5379,2083120.3167
1000,-1136391.6614,2081130.0422
1001,-1137664.7968,2083280.8251
1002,-1140293.909,2084998.2638
1003,-1140916.2001,2085802.3838
1004,-1141169.0053,2086079.54460001
1005,-1143559.658,2087609.2295
1006,-1141492.598,2086395.38900001
1007,-1143927.8632,2087945.6412
1008,-1147757.5333,2089008.8738
1009,-1148211.7488,2089003.1859
1010,-1150808.8819,2088939.83640001
1011,-1152244.3888,2089345.1511
1012,-1152806.2062,2089404.4553
1013,-1153467.0906,2089915.9072
1014,-1153703.6064,2090056.8479
1015,-1155196.7379,2089932.0084
1016,-1155485.2841,2089909.68420001
1017,-1155704.3395,2089996.2646
1018,-1155883.7125,2089988.96179999
1019,-1155834.4266,2089891.09830001
1020,-1156937.9353,2089592.4206
1021,-1157404.6379,2089617.8583
1022,-1159660.2089,2090150.4357
1023,-1157414.6152,2089641.7624
1024,-1159804.2102,2090210.4432
1025,-1161010.9171,2089885.4348
1026,-1161985.9416,2089663.58869999
1027,-1162317.7845,2089502.6054
1028,-1110173.8733,2133619.4637
1029,-1110089.8763,2132463.99660001
1030,-1110173.8756,2134197.5
1031,-1110004.9206,2132392.8419
1032,-1109963.8776,2132097.49269999
1033,-1109193.8762,2131957.4951
1034,-1110068.8726,2134540.5049
1035,-1110110.8814,2134470.5021
1036,-1110187.8773,2135163.5013
1037,-1110072.3762,2134858.24890001
1038,-1124344.8432,2103056.4033
1039,-1123949.8764,2102669.5001
1040,-1124365.8566,2103119.4574
1041,-1124453.8728,2103215.4983
1042,-1125167.8727,2106365.50160001
1043,-1124719.8772,2106911.4944
1044,-1123487.8723,2108451.4982
1045,-1122222.7831,2109320.7615
1046,-1122217.8344,2109444.576
1047,-1120897.8731,2111265.4962
1048,-1120784.8429,2111467.5248
1049,-1120685.7182,2111557.63570001
1050,-1118475.8689,2115059.50049999
1051,-1113854.8187,2115720.4778
1052,-1116947.0401,2114606.62869999
1053,-1117271.3958,2114652.8619
1054,-1118195.8364,2115081.28539999
1055,-1118419.8774,2115031.5006
1056,-1118282.4008,2115062.0482
1057,-1113786.8952,2115783.5457
1058,-1113109.2912,2117430.074
1059,-1113039.5778,2117499.7866
1060,-1112917.8745,2117621.4989
1061,-1112609.869,2117565.501
1062,-1112132.9051,2117610.9413
1063,-1111951.446,2117649.5038
1064,-1111209.8707,2118474.9549
1065,-1111209.8733,2118576.3067
1066,-1111447.8738,2119795.57570001
1067,-1126980.6249,2080507.1186
1068,-1127017.0307,2079483.3823
1069,-1127757.8702,2082341.5025
1070,-1126735.8783,2083098.1117
1071,-1126735.8771,2083149.1662
1072,-1126539.8712,2084413.50070001
1073,-1126630.8755,2085442.5015
1074,-1125419.8787,2087185.49860001
1075,-1123963.8718,2089901.5002
1076,-1123179.8743,2092673.4988
1077,-1123277.8703,2092897.4941
1078,-1124075.8735,2093723.49850001
1079,-1124425.8746,2095473.5018
1080,-1124229.8791,2097027.4944
1081,-1124173.8763,2097349.3563
1082,-1124173.8757,2097437.8353
1083,-1123109.8713,2098399.49469999
1084,-1123039.8766,2101885.4988
1085,-1111503.8765,2119933.8801
1086,-1111741.8777,2120099.5035
1087,-1112482.409,2121026.2447
1088,-1112527.0661,2121064.5299
1089,-1112399.8768,2123347.49389999
1090,-1109235.8708,2123193.4919
1091,-1110271.8719,2122997.5032
1092,-1111141.0284,2123754.93159999
1093,-1109098.6609,2123401.41330001
1094,-1112302.0991,2123378.2806
1095,-1112192.7758,2123385.57170001
1096,-1111208.7459,2123707.77
1097,-1108731.8734,2124047.4945
1098,-1108739.6921,2124117.8859
1099,-1108659.0944,2124364.0529
1100,-1108667.5128,2124422.9448
1101,-1108619.8725,2124901.5012
1102,-1108689.8729,2125043.7955
1103,-1108689.8774,2125111.2223
1104,-1109495.0702,2126221.12039999
1105,-1109488.7268,2126329.03870001
1106,-1108330.8531,2126670.4726
1107,-1107551.4484,2126893.9236
1108,-1107274.6056,2126926.9137
1109,-1107193.9031,2126991.476
1110,-1106534.1364,2127465.1404
1111,-1106520.8513,2127523.6166
1112,-1106464.0038,2127655.3045
1113,-1106418.3031,2127727.1052
1114,-1106396.56,2127777.4406
1115,-1106233.2557,2128053.13520001
1116,-1106211.6357,2128109.8566
1117,-1106172.8051,2128211.81330001
1118,-1106123.1443,2128266.2239
1119,-1106085.8724,2128485.496
1120,-1127927.9315,2126492.7133
1121,-1126228.6185,2125543.6156
1122,-1127813.8306,2126683.19229999
1123,-1127040.9897,2127078.6755
1124,-1127353.7259,2127664.5397
1125,-1127596.5398,2127870.337
1126,-1128027.7824,2129099.39199999
1127,-1127601.0348,2129161.9541
1128,-1126085.0205,2128583.44480001
1129,-1125826.026,2128701.2796
1130,-1125607.3701,2129386.3022
1131,-1126076.0679,2129650.6058
1132,-1126703.8573,2129712.7967
1133,-1126781.0054,2129778.2713
1134,-1126861.2068,2129787.2727
1135,-1127701.8061,2130845.1446
1136,-1127648.3733,2131021.1175
1137,-1126886.2478,2131500.9161
1138,-1126765.0554,2131581.7078
1139,-1126411.5061,2132865.549
1140,-1126512.4077,2132678.32550001
1141,-1127257.1958,2133323.9714
1142,-1127456.1132,2133251.79329999
1143,-1127600.9835,2132460.3991
1144,-1127864.2755,2132048.2869
1145,-1128444.0641,2132460.5486
1146,-1128217.3179,2132831.36790001
1147,-1129129.6414,2133304.5643
1148,-1129083.3039,2134754.3305
1149,-1130063.4726,2137729.7801
1150,-1130088.9994,2136481.3112
1151,-1129848.0309,2138834.28930001
1152,-1129978.0082,2139186.7405
1153,-1129625.6637,2139474.7748
1154,-1129474.2981,2140911.84470001
1155,-1128922.208,2143095.5223
1156,-1129265.6231,2143416.6659
1157,-1129224.634,2143806.51769999
1158,-1129711.3568,2145146.7645
1159,-1130596.6016,2146267.724
1160,-1131036.3014,2146098.3698
1161,-1131037.2099,2147451.2693
1162,-1131832.142,2148704.0143
1163,-1132161.6886,2148715.3514
1164,-1132183.673,2148757.31020001
1165,-1132610.7552,2149028.4257
1166,-1133075.6237,2150326.638
1167,-1134905.6186,2151696.5379
1168,-1135212.3159,2151708.04959999
1169,-1137866.4195,2153156.9622
1170,-1143525.4606,2152874.22800001
1171,-1142219.3122,2152847.733
1172,-1146049.6061,2151100.2715
1173,-1147533.0564,2151064.7758
1174,-1149060.2301,2151980.1453
1175,-1151989.1987,2148976.7661
1176,-1152406.1971,2149555.5564
1177,-1154091.9801,2152012.7944
1178,-1154402.2084,2152157.3433
1179,-1154538.432,2152081.9797
1180,-1155578.4825,2153257.83280001
1181,-1155952.3813,2154370.07169999
1182,-1156353.5658,2155504.4906
1183,-1158189.0642,2158740.96329999
1184,-1158435.2278,2160263.68389999
1185,-1163927.5451,2168150.2731
1186,-1161561.3846,2165678.6024
1187,-1164597.1251,2170308.3622
1188,-1165173.4846,2171313.4557
1189,-1165250.1746,2171397.3968
1190,-1166430.3419,2171946.72999999
1191,-1166800.7828,2172266.16699999
1192,-1173609.8342,2174535.13409999
1193,-1173190.1601,2174911.2848
1194,-1175366.7677,2173487.7748
1195,-1185206.378,2174633.1155
1196,-1183355.8111,2173918.68789999
1197,-1182700.579,2174551.6134
1198,-1185891.3616,2174675.36009999
1199,-1191932.7012,2172965.7732
1200,-1190106.3195,2174323.13
1201,-1194003.3842,2172875.4103
1202,-1195041.3174,2174065.03010001
1203,-1195050.9129,2174118.3388
1204,-1193846.6489,2184214.0433
1205,-1192626.4907,2187749.26640001
1206,-1153801.7432,2148262.30900001
1207,-1154502.7161,2149244.7974
1208,-1156289.6977,2150400.2911
1209,-1158704.0982,2150231.38709999
1210,-1160170.1179,2151968.06650001
1211,-1160517.3541,2152152.1112
1212,-1163830.3113,2152316.95579999
1213,-1163900.2821,2151628.46750001
1214,-1163901.8421,2151090.22059999
1215,-1165572.5029,2149911.35259999
1216,-1166015.5915,2149625.60799999
1217,-1169336.9824,2150039.95739999
1218,-1169934.0738,2149764.2971
1219,-1172049.6306,2147554.10009999
1220,-1172256.0496,2146634.84689999
1221,-1170436.151,2145251.83780001
1222,-1168945.4258,2144769.82799999
1223,-1168986.088,2144004.3919
1224,-1168332.2456,2143399.07979999
1225,-1169264.7664,2139720.8597
1226,-1168717.9726,2141158.8234
1227,-1171170.5687,2138996.3822
1228,-1171294.6989,2138354.70920001
1229,-1170793.0662,2137567.57339999
1230,-1170774.5523,2137163.4839
1231,-1170443.1818,2136924.8486
1232,-1170981.7165,2135728.9503
1233,-1170850.0901,2134888.4382
1234,-1171795.0695,2134229.78790001
1235,-1172177.04,2132308.69550001
1236,-1173849.482,2131098.5852
1237,-1175716.6233,2130852.34240001
1238,-1177519.6407,2130557.6128
1239,-1178426.4141,2128927.2433
1240,-1182314.6082,2128729.6403
1241,-1179328.8049,2128592.7684
1242,-1182427.2493,2128643.1968
1243,-1186172.3956,2127797.25419999
1244,-1190168.2195,2126427.1271
1245,-1191191.1456,2126023.43119999
1246,-1192080.9974,2124602.0062
1247,-1191331.3053,2123648.3532
1248,-1191269.8066,2123198.5373
1249,-1191451.6092,2121788.3466
1250,-1191259.9752,2122660.74419999
1251,-1192360.1728,2120227.19230001
1252,-1174288.2985,2130159.5565
1253,-1174158.5714,2129425.4552
1254,-1174998.1038,2128023.2972
1255,-1174962.74,2127748.6899
1256,-1175006.2913,2126861.8239
1257,-1177197.228,2124076.9869
1258,-1177048.6761,2122089.2237
1259,-1177609.3407,2121119.1108
1260,-1177457.2597,2121096.3559
1261,-1177860.2139,2120056.01769999
1262,-1188952.3921,2118210.24869999
1263,-1188594.7576,2118482.1751
1264,-1189015.4731,2118214.6725
1265,-1193131.1637,2114798.0824
1266,-1195140.3298,2112155.6551
1267,-1195366.724,2111975.1084
1268,-1195606.2538,2111708.4537
1269,-1195529.1608,2111745.9148
1270,-1196442.0504,2111193.2072
1271,-1196963.3075,2110433.10309999
1272,-1197593.4807,2109443.431
1273,-1197984.8386,2106875.5823
1274,-1199322.5284,2105726.7416
1275,-1200680.2993,2103057.2518
1276,-1202155.7977,2100685.4745
1277,-1189472.0273,2174718.5035
1278,-1169107.5885,2142324.1681
1279,-1167717.7028,2173381.7185
1281,-1161297.811,2164901.43070001
1282,-1159767.7143,2162756.7477
1283,-1159646.3545,2162681.6246
1284,-1159679.0525,2162173.9977
1285,-1159590.3912,2162033.8677
1286,-1159586.1935,2161823.58150001
1287,-1159601.0796,2161673.0923
1288,-1159164.927,2161333.3511
1289,-1181164.5597,2118530.4728
1290,-1187534.9475,2119395.8112
1291,-1185848.3413,2120322.68510001
1292,-1140228.755,2153592.50850001
1293,-1140042.4151,2153611.6854
1294,-1126481.1576,2132453.9279
1295,-1126643.5405,2132035.0014
1296,-1178528.1991,2128859.2102
1297,-1168932.4526,2142212.192
1298,-1168987.9882,2142220.5367
1299,-1173100.7322,2148179.97490001
1300,-1174734.176,2147487.13340001
1301,-1176084.9319,2148539.5049
1302,-1176341.0257,2149034.4428
1303,-1177119.496,2149583.1533
1304,-1178465.8645,2149886.9536
1305,-1180290.7513,2152004.2163
1306,-1182997.6949,2153339.0305
1307,-1183739.1907,2153294.0888
1308,-1185088.0622,2152393.8022
1309,-1187318.9943,2151195.3771
1310,-1188158.2882,2150926.9981
1311,-1190868.0998,2151456.4464
1312,-1190818.847,2151645.7745
1313,-1191142.4307,2152049.9078
1314,-1192161.0771,2152663.5193
1315,-1193002.9855,2153164.7185
1316,-1194032.2469,2153474.285
1317,-1196196.4549,2153898.3921
1318,-1197524.6067,2154630.6045
1319,-1199043.293,2155615.1938
1320,-1199633.9039,2155377.80430001
1321,-1200343.853,2155982.9028
1322,-1200453.3142,2156642.47110001
1323,-1200615.1048,2156504.3421
1324,-1200886.0403,2157274.4763
1325,-1199710.648,2160836.05179999
1326,-1199592.1516,2161846.26769999
1327,-1199662.8104,2162098.1903
1328,-1198935.3716,2163956.9493
1329,-1199097.8053,2164932.9902
1330,-1198246.5502,2167523.7878
1331,-1198188.449,2168325.68359999
1332,-1197656.5256,2170108.4239
1333,-1202617.0342,2154457.12239999
1334,-1202723.2617,2154463.2497
1335,-1205428.3216,2155038.41529999
1336,-1206956.2681,2155322.0576
1337,-1208404.591,2155510.416
1338,-1211010.3573,2152447.53969999
1339,-1214790.7672,2150069.2304
1340,-1208819.9812,2143963.31450001
1341,-1208512.1027,2143990.7094
1342,-1207343.3086,2143926.0147
1343,-1208907.4691,2144007.9883
1344,-1211510.7247,2143789.8054
1345,-1212990.7965,2144167.024
1346,-1219773.0853,2141103.7746
1347,-1178298.3215,2149413.32709999
1348,-1178284.295,2149053.774
1349,-1179340.6762,2148984.37489999
1350,-1181850.9829,2147442.7752
1351,-1182652.5214,2146702.4955
1352,-1183126.3851,2146103.8844
1353,-1183739.4942,2145679.34080001
1354,-1183589.7996,2145389.7352
1355,-1183421.4808,2144400.849
1356,-1184028.9507,2143995.0127
1357,-1184121.4264,2143957.3105
1358,-1185104.4163,2142980.44599999
1359,-1185264.742,2142966.03350001
1360,-1186832.954,2142031.7366
1361,-1188710.6144,2140924.35829999
1362,-1194489.6088,2137914.2405
1363,-1194983.6261,2138287.4031
1364,-1197908.7378,2137802.98829999
1365,-1199157.1275,2137552.7254
1366,-1200931.5345,2137791.9383
1367,-1201258.4869,2138052.6182
1368,-1203773.0746,2138240.7948
1369,-1204112.5174,2138125.0205
1370,-1204473.2419,2136639.0059
1371,-1204464.4128,2136482.1234
1372,-1204877.6861,2135364.4695
1373,-1205136.9743,2135091.1239
1374,-1207722.3814,2133227.14869999
1375,-1207868.3681,2132993.2256
1376,-1208309.6199,2132188.2728
1377,-1208645.7796,2131172.6239
1378,-1208896.434,2130576.51689999
1379,-1209161.2022,2128886.2595
1380,-1209937.2499,2127485.239
1381,-1210625.381,2126798.8602
1382,-1210942.375,2125725.7447
1383,-1210889.5027,2125606.08290001
1384,-1051413.0983,2071627.217
1386,-1050072.1053,2073160.8947
1387,-1049378.6426,2074489.1283
1388,-1049028.3977,2074922.84269999
1389,-1049478.2338,2079542.7559
1390,-1048854.4364,2080957.7193
1391,-1047834.658,2083561.8971
1392,-1046876.6569,2085028.03350001
1393,-1047847.4464,2083584.6331
1394,-1047210.3217,2086847.33170001
1395,-1047092.1794,2086875.43430001
1396,-1050619.6662,2094939.0528
1397,-1049739.8612,2093648.664
1398,-1050189.8855,2101097.6745
1399,-1052909.9793,2072806.3969
1400,-1055616.4783,2074937.71649999
1401,-1057851.0969,2077044.6641
1402,-1058766.1533,2078014.2658
1403,-1059812.6561,2078667.25589999
1404,-1061767.6192,2079768.8683
1405,-1061592.0314,2079620.85679999
1406,-1061873.6519,2079904.82290001
1407,-1062646.7323,2080537.5524
1408,-973503.560300001,2059862.4418
1409,-974265.940446532,2059359.13272832
1410,-974447.856088203,2059382.77907216
1411,-974545.851562869,2059395.51703503
1412,-972035.716700002,2062081.19509999
1413,-969362.485400001,2062936.7913
1414,-966647.855500001,2062125.8947
1415,-967889.425500001,2063214.95309999
1416,-966221.280099999,2061322.7627
1417,-963873.8554,2062045.4101
1418,-962979.8156,2062134.0991
1419,-962502.944399999,2061987.7366
1420,-962248.5637,2061827.47139999
1421,-959791.116100001,2060637.7139
1422,-959402.0479,2060664.6524
1423,-957757.709100001,2059982.4561
1424,-957905.223999999,2059897.4199
1425,-954810.383899999,2058180.25730001
1426,-952928.183900001,2057608.4665
1427,-947973.869999999,2063280.1971
1428,-946064.8025,2066581.3952
1429,-945109.958799999,2068529.7857
1430,-944473.8914,2069662.8518
1431,-943706.4865,2070664.06840001
1432,-943520.883600002,2074445.60069999
1433,-943516.863399998,2078511.82900001
1434,-943319.014500001,2080855.28609999
1435,-942935.889,2081783.9679
1436,-941114.912799999,2083596.127
1437,-935649.202999999,2085550.5504
1438,-935523.068800001,2085607.56839999
1439,-933619.510500001,2089150.9929
1440,-933667.596399999,2089953.5554
1441,-935354.249600002,2091249.8792
1442,-932676.747800001,2083861.97799999
1443,-934728.0469,2085591.8046
1444,-931894.752099999,2083262.2651
1445,-959124.876400001,2060400.9521
1446,-966414.1349,2068012.3279
1447,-966951.555700002,2066963.9826
1448,-965967.329500002,2068984.0944
1449,-966980.128699999,2071626.1399
1450,-966980.5241,2072242.6794
1451,-967360.6264,2072908.4298
1452,-967611.3361,2073408.6746
1453,-969360.250600001,2079109.6607
1454,-969645.928300001,2080669.04639999
1455,-969421.619200002,2082434.02319999
1456,-969277.832599999,2083687.8769
1457,-968955.149900001,2085654.807
1458,-968624.5315,2087110.5693
1459,-954473.1329,2089422.352
1460,-969061.618,2090390.6334
1461,-974892.3093,2094559.77349999
1462,-975028.295600001,2094790.9841
1463,-971557.5709,2109093.3544
1464,-969098.1733,2063745.2854
1465,-1133485.7944,2267977.44949999
1466,-1133383.0731,2267825.4061
1467,-1133036.4716,2266536.8007
1468,-1133044.2765,2266483.68459999
1469,-1132939.3128,2263065.1817
1470,-1133064.6964,2262941.48349999
1471,-1133145.6312,2266315.1175
1472,-1132854.227,2265988.0705
1473,-1132863.8856,2265800.85920001
1474,-1132840.9849,2265435.7487
1475,-1132752.6227,2265394.34319999
1476,-1132707.2182,2264783.0106
1477,-1132716.7608,2264613.8729
1478,-1132996.8857,2264045.2403
1479,-1132805.1104,2263110.0684
1480,-1114037.7266,2268639.5768
1481,-1113678.1855,2269044.8271
1482,-1113422.3149,2269191.2791
1483,-1113579.9163,2269053.8956
1484,-1113102.6711,2269160.656
1485,-1112823.4209,2269592.967
1486,-1112556.3044,2269445.9647
1487,-1111902.365,2269627.9239
1488,-1111669.6801,2270126.36259999
1489,-1111364.1777,2270492.8943
1490,-1110096.6544,2270736.0615
1491,-1110343.8564,2270738.17890001
1492,-1110030.8796,2270749.8128
1493,-1110001.6839,2270722.36339999
1494,-1109928.6343,2270662.74330001
1495,-1109898.6405,2270658.4339
1496,-1109747.6911,2270608.2218
1497,-1109691.9496,2271065.03590001
1498,-1109666.7052,2270797.9684
1499,-1109619.0456,2271075.1747
1500,-1109164.1313,2271009.50509999
1501,-1108692.282,2270990.4575
1502,-1109099.3128,2270945.9137
1503,-1107671.9758,2271677.29100001
1504,-1108178.9087,2272690.4902
1505,-1108081.7977,2272673.8903
1506,-1107870.0078,2272656.21939999
1507,-1107893.1949,2272778.3655
1508,-1105427.57,2274539.9108
1509,-1105738.0805,2274298.09139999
1510,-1104700.1816,2274205.08170001
1511,-1104059.9815,2274662.7097
1512,-1103443.9804,2274015.97089999
1513,-1101159.1081,2273652.4479
1514,-1101778.0381,2273819.3005
1515,-1103196.4903,2273874.34779999
1516,-1103306.5986,2273864.2405
1517,-1106028.9826,2274492.4458
1518,-1106247.6372,2274260.63149999
1519,-1106738.6248,2273440.5992
1520,-1106708.858,2273363.9998
1521,-1109672.3554,2270705.8269
1522,-1110278.2837,2270803.6102
1523,-1109674.5553,2270690.6448
1524,-1106379.9286,2274228.0895
1525,-1107017.1321,2273031.4826
1526,-1111134.2698,2270901.3348
1527,-1153660.8181,2195302.3309
1528,-1152119.0696,2195495.6288
1529,-1155101.4022,2195494.8812
1530,-1155956.3584,2194947.6297
1531,-1156863.4811,2194597.0769
1532,-1157194.4578,2194380.1318
1533,-1158875.0243,2194554.2028
1534,-1161104.9676,2195863.617
1535,-1161345.3926,2195961.71690001
1536,-1163057.5611,2196078.3135
1537,-1172637.5131,2193071.8549
1538,-1172370.0172,2193119.0683
1539,-1175338.2061,2193134.3157
1540,-1173070.7058,2193143.1222
1541,-1175629.4612,2193132.1194
1542,-1179509.9428,2193925.72060001
1544,-1172038.6227,2193166.8898
1545,-1164896.0706,2195248.6345
1546,-1167989.2092,2194898.9892
1547,-1172676.8749,2193102.49540001
1548,-1071774.0406,2143345.85119999
1549,-1068841.7121,2140022.8128
1550,-1068553.6719,2138813.4074
1551,-1069229.3151,2136058.7908
1552,-1069691.878,2135408.8466
1553,-1071036.2046,2133254.1123
1554,-1071879.1335,2131436.6066
1555,-1071916.6098,2130788.1054
1556,-1071903.7177,2130528.009
1557,-1072092.3068,2129946.6012
1558,-1071955.816,2129473.32309999
1559,-1071474.712,2126197.1419
1560,-1071557.5781,2128216.793
1561,-1070290.8671,2124842.1191
1562,-1069885.6068,2123019.686
1563,-1070096.6211,2121733.3751
1564,-1070056.5858,2120777.1119
1565,-1069863.6511,2119244.509
1566,-1070038.5398,2119118.50310001
1567,-1070020.8123,2118632.9218
1568,-1070045.8046,2117964.5557
1569,-1069988.3394,2117527.8104
1570,-1069999.7141,2116250.4017
1571,-1070049.2181,2115980.6755
1572,-1070203.3661,2115503.0268
1573,-1071074.1933,2111913.9017
1574,-1072260.7305,2109478.74
1575,-1070480.4411,2107145.68179999
1576,-1069680.638,2107191.693
1577,-1071270.2301,2104728.6974
1578,-1072791.6672,2103530.2955
1579,-1073404.9486,2103303.7494
1580,-1120904.5183,2111853.9762
1581,-1121005.4382,2112119.7498
1582,-1123389.8757,2114555.4972
1583,-1121107.8749,2112231.49499999
1584,-1116963.8741,2114009.4916
1585,-1117845.8753,2114602.6027
1586,-1122675.8758,2117257.4955
1587,-1118181.108,2114905.4984
1588,-1123025.8705,2119455.50070001
1589,-1124565.8763,2120323.492
1590,-1125783.8702,2122241.49499999
1591,-1126231.8716,2122353.50009999
1592,-1125447.8735,2124859.5002
1593,-1204245.7373,2151476.05540001
1594,-1206489.7863,2146861.7946
1595,-1206109.4102,2147882.56350001
1596,-1206054.8797,2147874.1489
1597,-1207199.1487,2145414.447
